_id,employee,salary,start_date,end_date
5f6b82021a9dfb14679a1a4c,5f6a3d5a4636e1543f6d4454,48271,1990-11-30T21:00:00.000Z,1991-11-30T21:00:00.000Z
5f6b82021a9dfb14679a1a4d,5f6a3d5a4636e1543f6d4454,50594,1991-11-30T21:00:00.000Z,1992-11-29T21:00:00.000Z
5f6b82021a9dfb14679a1a4e,5f6a3d5a4636e1543f6d4454,52119,1992-11-29T21:00:00.000Z,1993-11-29T21:00:00.000Z
5f6b82021a9dfb14679a1a4f,5f6a3d5a4636e1543f6d4454,54693,1993-11-29T21:00:00.000Z,1994-11-29T21:00:00.000Z
5f6b82021a9dfb14679a1a50,5f6a3d5a4636e1543f6d4454,58326,1994-11-29T21:00:00.000Z,1995-11-29T21:00:00.000Z
5f6b82021a9dfb14679a1a51,5f6a3d5a4636e1543f6d4454,60770,1995-11-29T21:00:00.000Z,1996-11-28T21:00:00.000Z
5f6b82021a9dfb14679a1a52,5f6a3d5a4636e1543f6d4454,62566,1996-11-28T21:00:00.000Z,1997-11-28T21:00:00.000Z
5f6b82021a9dfb14679a1a53,5f6a3d5a4636e1543f6d4454,64340,1997-11-28T21:00:00.000Z,1998-11-28T21:00:00.000Z
5f6b82021a9dfb14679a1a54,5f6a3d5a4636e1543f6d4454,67096,1998-11-28T21:00:00.000Z,1999-11-28T21:00:00.000Z
5f6b82021a9dfb14679a1a55,5f6a3d5a4636e1543f6d4454,69722,1999-11-28T21:00:00.000Z,2000-11-27T21:00:00.000Z
5f6b82021a9dfb14679a1a56,5f6a3d5a4636e1543f6d4454,70698,2000-11-27T21:00:00.000Z,2001-11-27T21:00:00.000Z
5f6b82021a9dfb14679a1a57,5f6a3d5a4636e1543f6d4454,74057,2001-11-27T21:00:00.000Z,9999-01-01T21:00:00.000Z
5f6b82021a9dfb14679a1a58,5f6a3d5a4636e1543f6d4455,78228,1989-09-12T21:00:00.000Z,1990-09-12T21:00:00.000Z
5f6b82021a9dfb14679a1a59,5f6a3d5a4636e1543f6d4455,82621,1990-09-12T21:00:00.000Z,1991-09-12T21:00:00.000Z
5f6b82021a9dfb14679a1a5a,5f6a3d5a4636e1543f6d4455,83735,1991-09-12T21:00:00.000Z,1992-09-11T21:00:00.000Z
5f6b82021a9dfb14679a1a5b,5f6a3d5a4636e1543f6d4455,85572,1992-09-11T21:00:00.000Z,1993-09-11T21:00:00.000Z
5f6b82021a9dfb14679a1a5c,5f6a3d5a4636e1543f6d4455,85076,1993-09-11T21:00:00.000Z,1994-09-11T21:00:00.000Z
5f6b82021a9dfb14679a1a5d,5f6a3d5a4636e1543f6d4455,86050,1994-09-11T21:00:00.000Z,1995-09-11T21:00:00.000Z
5f6b82021a9dfb14679a1a5e,5f6a3d5a4636e1543f6d4455,88448,1995-09-11T21:00:00.000Z,1996-09-10T21:00:00.000Z
5f6b82021a9dfb14679a1a5f,5f6a3d5a4636e1543f6d4455,88063,1996-09-10T21:00:00.000Z,1997-09-10T21:00:00.000Z
5f6b82021a9dfb14679a1a60,5f6a3d5a4636e1543f6d4455,89724,1997-09-10T21:00:00.000Z,1998-09-10T21:00:00.000Z
5f6b82021a9dfb14679a1a61,5f6a3d5a4636e1543f6d4455,90392,1998-09-10T21:00:00.000Z,1999-09-10T21:00:00.000Z
5f6b82021a9dfb14679a1a62,5f6a3d5a4636e1543f6d4455,90531,1999-09-10T21:00:00.000Z,2000-09-09T21:00:00.000Z
5f6b82021a9dfb14679a1a63,5f6a3d5a4636e1543f6d4455,91453,2000-09-09T21:00:00.000Z,2001-09-09T21:00:00.000Z
5f6b82021a9dfb14679a1a64,5f6a3d5a4636e1543f6d4455,94692,2001-09-09T21:00:00.000Z,9999-01-01T21:00:00.000Z
5f6b82021a9dfb14679a1a65,5f6a3d5a4636e1543f6d4456,40000,1990-08-05T21:00:00.000Z,1991-08-05T21:00:00.000Z
5f6b82021a9dfb14679a1a66,5f6a3d5a4636e1543f6d4456,42085,1991-08-05T21:00:00.000Z,1992-08-04T21:00:00.000Z
5f6b82021a9dfb14679a1a67,5f6a3d5a4636e1543f6d4456,42629,1992-08-04T21:00:00.000Z,1993-08-04T21:00:00.000Z
5f6b82021a9dfb14679a1a68,5f6a3d5a4636e1543f6d4456,45844,1993-08-04T21:00:00.000Z,1994-08-04T21:00:00.000Z
5f6b82021a9dfb14679a1a69,5f6a3d5a4636e1543f6d4456,47518,1994-08-04T21:00:00.000Z,1995-08-04T21:00:00.000Z
5f6b82021a9dfb14679a1a6a,5f6a3d5a4636e1543f6d4456,47917,1995-08-04T21:00:00.000Z,1996-08-03T21:00:00.000Z
5f6b82021a9dfb14679a1a6b,5f6a3d5a4636e1543f6d4456,52255,1996-08-03T21:00:00.000Z,1997-08-03T21:00:00.000Z
5f6b82021a9dfb14679a1a6c,5f6a3d5a4636e1543f6d4456,53747,1997-08-03T21:00:00.000Z,1998-08-03T21:00:00.000Z
5f6b82021a9dfb14679a1a6d,5f6a3d5a4636e1543f6d4456,56032,1998-08-03T21:00:00.000Z,1999-08-03T21:00:00.000Z
5f6b82021a9dfb14679a1a6e,5f6a3d5a4636e1543f6d4456,58299,1999-08-03T21:00:00.000Z,2000-08-02T21:00:00.000Z
5f6b82021a9dfb14679a1a6f,5f6a3d5a4636e1543f6d4456,60098,2000-08-02T21:00:00.000Z,2001-08-02T21:00:00.000Z
5f6b82021a9dfb14679a1a70,5f6a3d5a4636e1543f6d4456,59755,2001-08-02T21:00:00.000Z,9999-01-01T21:00:00.000Z
5f6b82021a9dfb14679a1a71,5f6a3d5a4636e1543f6d4457,56724,1989-02-10T21:00:00.000Z,1990-02-10T21:00:00.000Z
5f6b82021a9dfb14679a1a72,5f6a3d5a4636e1543f6d4457,60740,1990-02-10T21:00:00.000Z,1991-02-10T21:00:00.000Z
5f6b82021a9dfb14679a1a73,5f6a3d5a4636e1543f6d4457,62745,1991-02-10T21:00:00.000Z,1992-02-10T21:00:00.000Z
5f6b82021a9dfb14679a1a74,5f6a3d5a4636e1543f6d4457,63475,1992-02-10T21:00:00.000Z,1993-02-09T21:00:00.000Z
5f6b82021a9dfb14679a1a75,5f6a3d5a4636e1543f6d4457,63208,1993-02-09T21:00:00.000Z,1994-02-09T21:00:00.000Z
5f6b82021a9dfb14679a1a76,5f6a3d5a4636e1543f6d4457,64563,1994-02-09T21:00:00.000Z,1995-02-09T21:00:00.000Z
5f6b82021a9dfb14679a1a77,5f6a3d5a4636e1543f6d4457,68833,1995-02-09T21:00:00.000Z,1996-02-09T21:00:00.000Z
5f6b82021a9dfb14679a1a78,5f6a3d5a4636e1543f6d4457,70220,1996-02-09T21:00:00.000Z,1997-02-08T21:00:00.000Z
5f6b82021a9dfb14679a1a79,5f6a3d5a4636e1543f6d4457,73362,1997-02-08T21:00:00.000Z,1998-02-08T21:00:00.000Z
5f6b82021a9dfb14679a1a7a,5f6a3d5a4636e1543f6d4457,75582,1998-02-08T21:00:00.000Z,1999-02-08T21:00:00.000Z
5f6b82021a9dfb14679a1a7b,5f6a3d5a4636e1543f6d4457,79513,1999-02-08T21:00:00.000Z,2000-02-08T21:00:00.000Z
5f6b82021a9dfb14679a1a7c,5f6a3d5a4636e1543f6d4457,80083,2000-02-08T21:00:00.000Z,2001-02-07T21:00:00.000Z
5f6b82021a9dfb14679a1a7d,5f6a3d5a4636e1543f6d4457,84456,2001-02-07T21:00:00.000Z,2002-02-07T21:00:00.000Z
5f6b82021a9dfb14679a1a7e,5f6a3d5a4636e1543f6d4457,88070,2002-02-07T21:00:00.000Z,9999-01-01T21:00:00.000Z
5f6b82021a9dfb14679a1a7f,5f6a3d5a4636e1543f6d4458,46671,1998-03-11T21:00:00.000Z,1999-03-11T21:00:00.000Z
5f6b82021a9dfb14679a1a80,5f6a3d5a4636e1543f6d4458,48584,1999-03-11T21:00:00.000Z,2000-03-10T21:00:00.000Z
5f6b82021a9dfb14679a1a81,5f6a3d5a4636e1543f6d4458,52668,2000-03-10T21:00:00.000Z,2000-07-31T21:00:00.000Z
5f6b82021a9dfb14679a1a82,5f6a3d5a4636e1543f6d4459,60929,1985-02-18T21:00:00.000Z,1986-02-18T21:00:00.000Z
5f6b82021a9dfb14679a1a83,5f6a3d5a4636e1543f6d4459,64604,1986-02-18T21:00:00.000Z,1987-02-18T21:00:00.000Z
5f6b82021a9dfb14679a1a84,5f6a3d5a4636e1543f6d4459,64780,1987-02-18T21:00:00.000Z,1988-02-18T21:00:00.000Z
5f6b82021a9dfb14679a1a85,5f6a3d5a4636e1543f6d4459,66302,1988-02-18T21:00:00.000Z,1989-02-17T21:00:00.000Z
5f6b82021a9dfb14679a1a86,5f6a3d5a4636e1543f6d4459,69042,1989-02-17T21:00:00.000Z,1990-02-17T21:00:00.000Z
5f6b82021a9dfb14679a1a87,5f6a3d5a4636e1543f6d4459,70889,1990-02-17T21:00:00.000Z,1991-02-17T21:00:00.000Z
5f6b82021a9dfb14679a1a88,5f6a3d5a4636e1543f6d4459,71434,1991-02-17T21:00:00.000Z,1992-02-17T21:00:00.000Z
5f6b82021a9dfb14679a1a89,5f6a3d5a4636e1543f6d4459,74612,1992-02-17T21:00:00.000Z,1993-02-16T21:00:00.000Z
5f6b82021a9dfb14679a1a8a,5f6a3d5a4636e1543f6d4459,76518,1993-02-16T21:00:00.000Z,1994-02-16T21:00:00.000Z
5f6b82021a9dfb14679a1a8b,5f6a3d5a4636e1543f6d4459,78335,1994-02-16T21:00:00.000Z,1995-02-16T21:00:00.000Z
5f6b82021a9dfb14679a1a8c,5f6a3d5a4636e1543f6d4459,80944,1995-02-16T21:00:00.000Z,1996-02-16T21:00:00.000Z
5f6b82021a9dfb14679a1a8d,5f6a3d5a4636e1543f6d4459,82507,1996-02-16T21:00:00.000Z,1997-02-15T21:00:00.000Z
5f6b82021a9dfb14679a1a8e,5f6a3d5a4636e1543f6d4459,85875,1997-02-15T21:00:00.000Z,1998-02-15T21:00:00.000Z
5f6b82021a9dfb14679a1a8f,5f6a3d5a4636e1543f6d4459,89324,1998-02-15T21:00:00.000Z,1999-02-15T21:00:00.000Z
5f6b82021a9dfb14679a1a90,5f6a3d5a4636e1543f6d4459,90668,1999-02-15T21:00:00.000Z,2000-02-15T21:00:00.000Z
5f6b82021a9dfb14679a1a91,5f6a3d5a4636e1543f6d4459,93507,2000-02-15T21:00:00.000Z,2001-02-14T21:00:00.000Z
5f6b82021a9dfb14679a1a92,5f6a3d5a4636e1543f6d4459,94443,2001-02-14T21:00:00.000Z,2002-02-14T21:00:00.000Z
5f6b82021a9dfb14679a1a93,5f6a3d5a4636e1543f6d4459,94409,2002-02-14T21:00:00.000Z,9999-01-01T21:00:00.000Z
5f6b82021a9dfb14679a1a94,5f6a3d5a4636e1543f6d445a,72488,1996-11-24T21:00:00.000Z,1997-11-24T21:00:00.000Z
5f6b82021a9dfb14679a1a95,5f6a3d5a4636e1543f6d445a,74347,1997-11-24T21:00:00.000Z,1998-11-24T21:00:00.000Z
5f6b82021a9dfb14679a1a96,5f6a3d5a4636e1543f6d445a,75405,1998-11-24T21:00:00.000Z,1999-11-24T21:00:00.000Z
5f6b82021a9dfb14679a1a97,5f6a3d5a4636e1543f6d445a,78194,1999-11-24T21:00:00.000Z,2000-11-23T21:00:00.000Z
5f6b82021a9dfb14679a1a98,5f6a3d5a4636e1543f6d445a,79580,2000-11-23T21:00:00.000Z,2001-11-23T21:00:00.000Z
5f6b82021a9dfb14679a1a99,5f6a3d5a4636e1543f6d445a,80324,2001-11-23T21:00:00.000Z,9999-01-01T21:00:00.000Z
5f6b82021a9dfb14679a1a9a,5f6a3d5a4636e1543f6d445b,42365,1990-01-22T21:00:00.000Z,1991-01-22T21:00:00.000Z
5f6b82021a9dfb14679a1a9b,5f6a3d5a4636e1543f6d445b,44200,1991-01-22T21:00:00.000Z,1992-01-22T21:00:00.000Z
5f6b82021a9dfb14679a1a9c,5f6a3d5a4636e1543f6d445b,48214,1992-01-22T21:00:00.000Z,1993-01-21T21:00:00.000Z
5f6b82021a9dfb14679a1a9d,5f6a3d5a4636e1543f6d445b,50927,1993-01-21T21:00:00.000Z,1994-01-21T21:00:00.000Z
5f6b82021a9dfb14679a1a9e,5f6a3d5a4636e1543f6d445b,51470,1994-01-21T21:00:00.000Z,1995-01-21T21:00:00.000Z
5f6b82021a9dfb14679a1a9f,5f6a3d5a4636e1543f6d445b,54545,1995-01-21T21:00:00.000Z,1996-01-21T21:00:00.000Z
5f6b82021a9dfb14679a1aa0,5f6a3d5a4636e1543f6d445b,56753,1996-01-21T21:00:00.000Z,1996-11-09T21:00:00.000Z
5f6b82021a9dfb14679a1aa1,5f6a3d5a4636e1543f6d445c,40000,1992-12-18T21:00:00.000Z,1993-12-18T21:00:00.000Z
5f6b82021a9dfb14679a1aa2,5f6a3d5a4636e1543f6d445c,41867,1993-12-18T21:00:00.000Z,1994-12-18T21:00:00.000Z
5f6b82021a9dfb14679a1aa3,5f6a3d5a4636e1543f6d445c,42318,1994-12-18T21:00:00.000Z,1995-12-18T21:00:00.000Z
5f6b82021a9dfb14679a1aa4,5f6a3d5a4636e1543f6d445c,44195,1995-12-18T21:00:00.000Z,1996-12-17T21:00:00.000Z
5f6b82021a9dfb14679a1aa5,5f6a3d5a4636e1543f6d445c,46460,1996-12-17T21:00:00.000Z,1997-12-17T21:00:00.000Z
5f6b82021a9dfb14679a1aa6,5f6a3d5a4636e1543f6d445c,46485,1997-12-17T21:00:00.000Z,1998-12-17T21:00:00.000Z
5f6b82021a9dfb14679a1aa7,5f6a3d5a4636e1543f6d445c,47364,1998-12-17T21:00:00.000Z,1999-12-17T21:00:00.000Z
5f6b82021a9dfb14679a1aa8,5f6a3d5a4636e1543f6d445c,51122,1999-12-17T21:00:00.000Z,2000-12-16T21:00:00.000Z
5f6b82021a9dfb14679a1aa9,5f6a3d5a4636e1543f6d445c,54794,2000-12-16T21:00:00.000Z,2001-12-16T21:00:00.000Z
5f6b82021a9dfb14679a1aaa,5f6a3d5a4636e1543f6d445c,54423,2001-12-16T21:00:00.000Z,9999-01-01T21:00:00.000Z
5f6b82021a9dfb14679a1aab,5f6a3d5a4636e1543f6d445d,40000,1985-10-20T21:00:00.000Z,1986-10-20T21:00:00.000Z
5f6b82021a9dfb14679a1aac,5f6a3d5a4636e1543f6d445d,40623,1986-10-20T21:00:00.000Z,1987-10-20T21:00:00.000Z
5f6b82021a9dfb14679a1aad,5f6a3d5a4636e1543f6d445d,40561,1987-10-20T21:00:00.000Z,1988-10-19T21:00:00.000Z
5f6b82021a9dfb14679a1aae,5f6a3d5a4636e1543f6d445d,40306,1988-10-19T21:00:00.000Z,1989-10-19T21:00:00.000Z
5f6b82021a9dfb14679a1aaf,5f6a3d5a4636e1543f6d445d,43569,1989-10-19T21:00:00.000Z,1990-10-19T21:00:00.000Z
5f6b82021a9dfb14679a1ab0,5f6a3d5a4636e1543f6d445d,46305,1990-10-19T21:00:00.000Z,1991-10-19T21:00:00.000Z
5f6b82021a9dfb14679a1ab1,5f6a3d5a4636e1543f6d445d,47118,1991-10-19T21:00:00.000Z,1992-10-18T21:00:00.000Z
5f6b82021a9dfb14679a1ab2,5f6a3d5a4636e1543f6d445d,50351,1992-10-18T21:00:00.000Z,1993-10-18T21:00:00.000Z
5f6b82021a9dfb14679a1ab3,5f6a3d5a4636e1543f6d445d,49887,1993-10-18T21:00:00.000Z,1994-10-18T21:00:00.000Z
5f6b82021a9dfb14679a1ab4,5f6a3d5a4636e1543f6d445d,53957,1994-10-18T21:00:00.000Z,1995-10-18T21:00:00.000Z
5f6b82021a9dfb14679a1ab5,5f6a3d5a4636e1543f6d445d,57590,1995-10-18T21:00:00.000Z,1996-10-17T21:00:00.000Z
5f6b82021a9dfb14679a1ab6,5f6a3d5a4636e1543f6d445d,59228,1996-10-17T21:00:00.000Z,1997-10-17T21:00:00.000Z
5f6b82021a9dfb14679a1ab7,5f6a3d5a4636e1543f6d445d,59571,1997-10-17T21:00:00.000Z,1998-10-17T21:00:00.000Z
5f6b82021a9dfb14679a1ab8,5f6a3d5a4636e1543f6d445d,63274,1998-10-17T21:00:00.000Z,1999-10-17T21:00:00.000Z
5f6b82021a9dfb14679a1ab9,5f6a3d5a4636e1543f6d445d,63352,1999-10-17T21:00:00.000Z,2000-10-16T21:00:00.000Z
5f6b82021a9dfb14679a1aba,5f6a3d5a4636e1543f6d445d,66744,2000-10-16T21:00:00.000Z,2001-10-16T21:00:00.000Z
5f6b82021a9dfb14679a1abb,5f6a3d5a4636e1543f6d445d,68901,2001-10-16T21:00:00.000Z,9999-01-01T21:00:00.000Z
5f6b82021a9dfb14679a1abc,5f6a3d5a4636e1543f6d445e,46168,1993-12-29T21:00:00.000Z,1994-12-29T21:00:00.000Z
5f6b82021a9dfb14679a1abd,5f6a3d5a4636e1543f6d445e,48242,1994-12-29T21:00:00.000Z,1995-12-29T21:00:00.000Z
5f6b82021a9dfb14679a1abe,5f6a3d5a4636e1543f6d445e,47921,1995-12-29T21:00:00.000Z,1996-12-28T21:00:00.000Z
5f6b82021a9dfb14679a1abf,5f6a3d5a4636e1543f6d445e,50715,1996-12-28T21:00:00.000Z,1997-12-28T21:00:00.000Z
5f6b82021a9dfb14679a1ac0,5f6a3d5a4636e1543f6d445e,53228,1997-12-28T21:00:00.000Z,1998-12-28T21:00:00.000Z
5f6b82021a9dfb14679a1ac1,5f6a3d5a4636e1543f6d445e,53962,1998-12-28T21:00:00.000Z,1999-12-28T21:00:00.000Z
5f6b82021a9dfb14679a1ac2,5f6a3d5a4636e1543f6d445e,56937,1999-12-28T21:00:00.000Z,2000-12-27T21:00:00.000Z
5f6b82021a9dfb14679a1ac3,5f6a3d5a4636e1543f6d445e,59142,2000-12-27T21:00:00.000Z,2001-12-27T21:00:00.000Z
5f6b82021a9dfb14679a1ac4,5f6a3d5a4636e1543f6d445e,60598,2001-12-27T21:00:00.000Z,9999-01-01T21:00:00.000Z
5f6b82021a9dfb14679a1ac5,5f6a3d5a4636e1543f6d445f,40000,1992-09-19T21:00:00.000Z,1993-08-22T21:00:00.000Z
5f6b82021a9dfb14679a1ac6,5f6a3d5a4636e1543f6d4460,70889,1998-02-11T21:00:00.000Z,1999-02-11T21:00:00.000Z
5f6b82021a9dfb14679a1ac7,5f6a3d5a4636e1543f6d4460,72946,1999-02-11T21:00:00.000Z,2000-02-11T21:00:00.000Z
5f6b82021a9dfb14679a1ac8,5f6a3d5a4636e1543f6d4460,76826,2000-02-11T21:00:00.000Z,2001-02-10T21:00:00.000Z
5f6b82021a9dfb14679a1ac9,5f6a3d5a4636e1543f6d4460,76381,2001-02-10T21:00:00.000Z,2002-02-10T21:00:00.000Z
5f6b82021a9dfb14679a1aca,5f6a3d5a4636e1543f6d4460,77935,2002-02-10T21:00:00.000Z,9999-01-01T21:00:00.000Z
5f6b82021a9dfb14679a1acb,5f6a3d5a4636e1543f6d4461,71380,1993-08-03T21:00:00.000Z,1994-08-03T21:00:00.000Z
5f6b82021a9dfb14679a1acc,5f6a3d5a4636e1543f6d4461,75538,1994-08-03T21:00:00.000Z,1995-08-03T21:00:00.000Z
5f6b82021a9dfb14679a1acd,5f6a3d5a4636e1543f6d4461,79510,1995-08-03T21:00:00.000Z,1996-08-02T21:00:00.000Z
5f6b82021a9dfb14679a1ace,5f6a3d5a4636e1543f6d4461,82163,1996-08-02T21:00:00.000Z,1997-08-02T21:00:00.000Z
5f6b82021a9dfb14679a1acf,5f6a3d5a4636e1543f6d4461,86157,1997-08-02T21:00:00.000Z,1998-08-02T21:00:00.000Z
5f6b82021a9dfb14679a1ad0,5f6a3d5a4636e1543f6d4461,89619,1998-08-02T21:00:00.000Z,1999-08-02T21:00:00.000Z
5f6b82021a9dfb14679a1ad1,5f6a3d5a4636e1543f6d4461,91985,1999-08-02T21:00:00.000Z,2000-08-01T21:00:00.000Z
5f6b82021a9dfb14679a1ad2,5f6a3d5a4636e1543f6d4461,96122,2000-08-01T21:00:00.000Z,2001-08-01T21:00:00.000Z
5f6b82021a9dfb14679a1ad3,5f6a3d5a4636e1543f6d4461,98522,2001-08-01T21:00:00.000Z,2002-08-01T21:00:00.000Z
5f6b82021a9dfb14679a1ad4,5f6a3d5a4636e1543f6d4461,99651,2002-08-01T21:00:00.000Z,9999-01-01T21:00:00.000Z
5f6b82021a9dfb14679a1ad5,5f6a3d5a4636e1543f6d4462,55881,1987-04-03T21:00:00.000Z,1988-04-02T21:00:00.000Z
5f6b82021a9dfb14679a1ad6,5f6a3d5a4636e1543f6d4462,59206,1988-04-02T21:00:00.000Z,1989-04-02T21:00:00.000Z
5f6b82021a9dfb14679a1ad7,5f6a3d5a4636e1543f6d4462,61361,1989-04-02T21:00:00.000Z,1990-04-02T21:00:00.000Z
5f6b82021a9dfb14679a1ad8,5f6a3d5a4636e1543f6d4462,61648,1990-04-02T21:00:00.000Z,1991-04-02T21:00:00.000Z
5f6b82021a9dfb14679a1ad9,5f6a3d5a4636e1543f6d4462,61217,1991-04-02T21:00:00.000Z,1992-04-01T21:00:00.000Z
5f6b82021a9dfb14679a1ada,5f6a3d5a4636e1543f6d4462,61244,1992-04-01T21:00:00.000Z,1993-04-01T21:00:00.000Z
5f6b82021a9dfb14679a1adb,5f6a3d5a4636e1543f6d4462,63286,1993-04-01T21:00:00.000Z,1994-04-01T21:00:00.000Z
5f6b82021a9dfb14679a1adc,5f6a3d5a4636e1543f6d4462,65739,1994-04-01T21:00:00.000Z,1995-04-01T21:00:00.000Z
5f6b82021a9dfb14679a1add,5f6a3d5a4636e1543f6d4462,67519,1995-04-01T21:00:00.000Z,1996-03-31T21:00:00.000Z
5f6b82021a9dfb14679a1ade,5f6a3d5a4636e1543f6d4462,69276,1996-03-31T21:00:00.000Z,1997-03-31T21:00:00.000Z
5f6b82021a9dfb14679a1adf,5f6a3d5a4636e1543f6d4462,72585,1997-03-31T21:00:00.000Z,1998-03-31T21:00:00.000Z
5f6b82021a9dfb14679a1ae0,5f6a3d5a4636e1543f6d4462,72804,1998-03-31T21:00:00.000Z,1999-03-31T21:00:00.000Z
5f6b82021a9dfb14679a1ae1,5f6a3d5a4636e1543f6d4462,76957,1999-03-31T21:00:00.000Z,2000-03-30T21:00:00.000Z
5f6b82021a9dfb14679a1ae2,5f6a3d5a4636e1543f6d4462,80305,2000-03-30T21:00:00.000Z,2001-03-30T21:00:00.000Z
5f6b82021a9dfb14679a1ae3,5f6a3d5a4636e1543f6d4462,84541,2001-03-30T21:00:00.000Z,2002-03-30T21:00:00.000Z
5f6b82021a9dfb14679a1ae4,5f6a3d5a4636e1543f6d4462,84672,2002-03-30T21:00:00.000Z,9999-01-01T21:00:00.000Z
5f6b82021a9dfb14679a1ae5,5f6a3d5a4636e1543f6d4463,44276,1999-04-30T21:00:00.000Z,2000-04-29T21:00:00.000Z
5f6b82021a9dfb14679a1ae6,5f6a3d5a4636e1543f6d4463,46946,2000-04-29T21:00:00.000Z,2001-04-29T21:00:00.000Z
5f6b82021a9dfb14679a1ae7,5f6a3d5a4636e1543f6d4463,46775,2001-04-29T21:00:00.000Z,2002-04-29T21:00:00.000Z
5f6b82021a9dfb14679a1ae8,5f6a3d5a4636e1543f6d4463,50032,2002-04-29T21:00:00.000Z,9999-01-01T21:00:00.000Z
5f6b82021a9dfb14679a1ae9,5f6a3d5a4636e1543f6d4464,40000,1997-12-30T21:00:00.000Z,1998-12-30T21:00:00.000Z
5f6b82021a9dfb14679a1aea,5f6a3d5a4636e1543f6d4464,40647,1998-12-30T21:00:00.000Z,1999-12-30T21:00:00.000Z
5f6b82021a9dfb14679a1aeb,5f6a3d5a4636e1543f6d4464,43800,1999-12-30T21:00:00.000Z,2000-12-29T21:00:00.000Z
5f6b82021a9dfb14679a1aec,5f6a3d5a4636e1543f6d4464,44927,2000-12-29T21:00:00.000Z,2001-12-29T21:00:00.000Z
5f6b82021a9dfb14679a1aed,5f6a3d5a4636e1543f6d4464,47017,2001-12-29T21:00:00.000Z,9999-01-01T21:00:00.000Z
5f6b82021a9dfb14679a1aee,5f6a3d5a4636e1543f6d4465,55025,1988-02-10T21:00:00.000Z,1989-02-09T21:00:00.000Z
5f6b82021a9dfb14679a1aef,5f6a3d5a4636e1543f6d4465,56399,1989-02-09T21:00:00.000Z,1990-02-09T21:00:00.000Z
5f6b82021a9dfb14679a1af0,5f6a3d5a4636e1543f6d4465,59700,1990-02-09T21:00:00.000Z,1991-02-09T21:00:00.000Z
5f6b82021a9dfb14679a1af1,5f6a3d5a4636e1543f6d4465,60851,1991-02-09T21:00:00.000Z,1992-02-09T21:00:00.000Z
5f6b82021a9dfb14679a1af2,5f6a3d5a4636e1543f6d4465,61117,1992-02-09T21:00:00.000Z,1993-02-08T21:00:00.000Z
5f6b82021a9dfb14679a1af3,5f6a3d5a4636e1543f6d4465,60708,1993-02-08T21:00:00.000Z,1994-02-08T21:00:00.000Z
5f6b82021a9dfb14679a1af4,5f6a3d5a4636e1543f6d4465,63514,1994-02-08T21:00:00.000Z,1995-02-08T21:00:00.000Z
5f6b82021a9dfb14679a1af5,5f6a3d5a4636e1543f6d4465,66249,1995-02-08T21:00:00.000Z,1996-02-08T21:00:00.000Z
